,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
66,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
67,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
69,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
71,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
72,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
75,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
76,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
77,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
78,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
80,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
81,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
84,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
88,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
89,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
90,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
91,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
92,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
94,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
95,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
96,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
97,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
99,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
100,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
101,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
102,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
104,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
105,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
106,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
107,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
108,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
109,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
110,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
111,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
112,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
113,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
116,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
117,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
119,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
120,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
121,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
122,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
123,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
124,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
127,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
128,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
129,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
130,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
131,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
132,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
133,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
134,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
135,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
136,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
138,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
139,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
140,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
142,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
143,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
144,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
145,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
146,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
147,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
148,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
149,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
150,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
152,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
153,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0
154,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
155,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
159,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
160,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
161,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
162,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
163,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
164,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
165,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
166,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
167,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
168,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
169,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
170,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
171,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
172,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
173,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
174,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
176,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
177,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
178,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
179,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
180,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
181,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
182,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
183,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
184,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
185,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
186,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
187,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
188,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
189,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
190,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
192,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
193,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
194,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
195,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
196,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
197,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
198,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
199,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
200,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
201,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
205,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
206,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
207,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
209,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
213,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
218,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
219,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
221,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
222,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
224,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
226,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
227,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1
228,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
230,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
231,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
232,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
233,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
234,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
235,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
237,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
239,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
240,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
241,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
243,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
244,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
245,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
246,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
248,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
250,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
252,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
253,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
254,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
255,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
256,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
257,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
258,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
260,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
263,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
264,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
265,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
266,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
267,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
268,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
269,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0
270,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
271,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
274,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
275,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
276,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
277,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
279,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
280,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
281,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
282,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
283,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
284,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
285,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
286,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
287,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
288,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
289,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
291,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
292,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
293,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
294,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
295,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
296,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
297,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
298,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
299,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
300,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
301,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
302,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
303,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1
304,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
305,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1
307,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
310,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
311,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
312,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
313,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1
314,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
315,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1
316,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
317,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
318,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
319,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
320,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
321,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1
322,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1
